id,date,desc,value
2399,Tue Nov 30 22:48:55 2021,Relative Humidity (%),53
2401,Wed Dec  8 16:28:34 2021,Relative Humidity (%),18
2405,Wed Dec  8 16:28:34 2021,Relative Humidity (%),42
2407,Wed Dec  8 16:28:34 2021,Relative Humidity (%),21
2411,Wed Dec  8 16:28:34 2021,Relative Humidity (%),41
2413,Wed Dec  8 16:28:34 2021,Relative Humidity (%),21
2417,Wed Dec  8 16:28:34 2021,Relative Humidity (%),41
2419,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2423,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2425,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2429,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2431,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2435,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2437,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2441,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2443,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2447,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2449,Wed Dec  8 16:28:34 2021,Relative Humidity (%),22
2453,Wed Dec  8 16:28:34 2021,Relative Humidity (%),40
2455,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2459,Wed Dec  8 16:28:34 2021,Relative Humidity (%),39
2461,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2465,Wed Dec  8 16:28:34 2021,Relative Humidity (%),39
2467,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2471,Wed Dec  8 16:28:34 2021,Relative Humidity (%),39
2473,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2477,Wed Dec  8 16:28:34 2021,Relative Humidity (%),39
2479,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2483,Wed Dec  8 16:28:34 2021,Relative Humidity (%),39
2485,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2489,Wed Dec  8 16:28:34 2021,Relative Humidity (%),38
2491,Wed Dec  8 16:28:34 2021,Relative Humidity (%),23
2495,Wed Dec  8 16:28:34 2021,Relative Humidity (%),38
2497,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2501,Wed Dec  8 16:28:34 2021,Relative Humidity (%),38
2503,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2507,Wed Dec  8 16:28:34 2021,Relative Humidity (%),38
2509,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2513,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2515,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2519,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2521,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2525,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2527,Wed Dec  8 16:28:34 2021,Relative Humidity (%),24
2531,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2533,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2537,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2539,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2543,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2545,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2549,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2551,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2555,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2557,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2561,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2563,Wed Dec  8 16:28:34 2021,Relative Humidity (%),25
2567,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2569,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2573,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2575,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2579,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2581,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2585,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2587,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2591,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2593,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2597,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2599,Wed Dec  8 16:28:34 2021,Relative Humidity (%),26
2603,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2605,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2609,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2611,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2615,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2617,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2621,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2623,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2627,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2629,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2633,Wed Dec  8 16:28:34 2021,Relative Humidity (%),37
2635,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2639,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2641,Wed Dec  8 16:28:34 2021,Relative Humidity (%),27
2645,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2647,Wed Dec  8 16:28:34 2021,Relative Humidity (%),28
2651,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2653,Wed Dec  8 16:28:34 2021,Relative Humidity (%),28
2657,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2659,Wed Dec  8 16:28:34 2021,Relative Humidity (%),28
2663,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2665,Wed Dec  8 16:28:34 2021,Relative Humidity (%),29
2669,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2671,Wed Dec  8 16:28:34 2021,Relative Humidity (%),29
2675,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2677,Wed Dec  8 16:28:34 2021,Relative Humidity (%),29
2681,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
2683,Wed Dec  8 16:28:34 2021,Relative Humidity (%),29
2687,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
2689,Wed Dec  8 16:28:34 2021,Relative Humidity (%),29
2693,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2695,Wed Dec  8 16:28:34 2021,Relative Humidity (%),30
2699,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2701,Wed Dec  8 16:28:34 2021,Relative Humidity (%),30
2705,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2707,Wed Dec  8 16:28:34 2021,Relative Humidity (%),30
2711,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2713,Wed Dec  8 16:28:34 2021,Relative Humidity (%),30
2717,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2719,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2723,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2725,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2729,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2731,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2735,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2737,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2741,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2743,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2747,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2749,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2753,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2755,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2759,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2761,Wed Dec  8 16:28:34 2021,Relative Humidity (%),31
2765,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2767,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2771,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2773,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2777,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2779,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2783,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2785,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2789,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2791,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2795,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2797,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2801,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2803,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2807,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2809,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2813,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2815,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2819,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2821,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2825,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2827,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2831,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2833,Wed Dec  8 16:28:34 2021,Relative Humidity (%),32
2837,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2839,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2843,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2845,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2849,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2851,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2855,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2857,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2861,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2863,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2867,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2869,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2873,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2875,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2879,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2881,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2885,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2887,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2891,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2893,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2897,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2899,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2903,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2905,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2909,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2911,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2915,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2917,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2921,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2923,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2927,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2929,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2933,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2935,Wed Dec  8 16:28:34 2021,Relative Humidity (%),33
2939,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2941,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2945,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2947,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2951,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2953,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2957,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2959,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2963,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2965,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2969,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2971,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2975,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2977,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2981,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2983,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2987,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2989,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2993,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
2995,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
2999,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3001,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3005,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3007,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3011,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3013,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3017,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3019,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3023,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3025,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3029,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3031,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3035,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3037,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3041,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3043,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3047,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3049,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3053,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3055,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3059,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3061,Wed Dec  8 16:28:34 2021,Relative Humidity (%),34
3065,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3067,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3071,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3073,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3077,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3079,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3083,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3085,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3089,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3091,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3095,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3097,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3101,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3103,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3107,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3109,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3113,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3115,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3119,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3121,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3125,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3127,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3131,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3133,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3137,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3139,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3143,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3145,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3149,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3151,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3155,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3157,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3161,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3163,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3167,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3169,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3173,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3175,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3179,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3181,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3185,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3187,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3191,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3193,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3197,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3199,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3203,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3205,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3209,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3211,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3215,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3217,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3221,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3223,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3227,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3229,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3233,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3235,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3239,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3241,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3245,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3247,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3251,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3253,Wed Dec  8 16:28:34 2021,Relative Humidity (%),35
3257,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3259,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3263,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3265,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3269,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3271,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3275,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3277,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3281,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3283,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3287,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3289,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3293,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3295,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3299,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3301,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3305,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3307,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3311,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3313,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3317,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3319,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3323,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3325,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3329,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3331,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3335,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3337,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3341,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3343,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3347,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3349,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3353,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3355,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3359,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3361,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3365,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3367,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3371,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3373,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3377,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3379,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3383,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3385,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3389,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3391,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3395,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3397,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3401,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3403,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3407,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3409,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3413,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3415,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3419,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3421,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3425,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3427,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3431,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3433,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3437,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3439,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3443,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3445,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3449,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3451,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3455,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
3457,Wed Dec  8 16:28:34 2021,Relative Humidity (%),36
3461,Wed Dec  8 16:28:34 2021,Relative Humidity (%),15
